id,nama,latitude,longitude,htm_weekday,htm_weekend,deskripsi,image,image2,image3,url_maps,alamat,operating_hours,rating,kategori,url_tiket,akesibilitas,fasilitas,type,akses,dataran,weather,jeniswisata,jumlahrating,anak,lansia,descitinerary,isnight
21,Central Museum of the Air Force Dirgantara Mandala,-7.7899338,110.4156788,3000,3000,"Museum Pusat TNI AU “Dirgantara Mandala” adalah museum yang digagas oleh TNI Angkatan Udara untuk mengabadikan peristiwa berBudaya dan Sejarah dalam lingkungan TNI AU, bermarkas di kompleks Pangkalan Udara Adi Sutjipto, Yogyakarta. Museum ini sebelumnya berada berada di Jalan Tanah Abang Bukit, Jakarta dan diresmikan pada 4 April 1969 oleh Panglima AU Laksamana Roesmin Noerjadin lalu dipindahkan ke Yogyakarta pada 29 Juli 1978. ",https://lh5.googleusercontent.com/p/AF1QipNgLw-3-fTCBKv-rGU4NNZsMZrAoCL9lU_AhJ3Y=w408-h306-k-no,https://cdnuploads.aa.com.tr/uploads/Contents/2017/10/19/thumbs_b_c_6dcdf4fa188bb32a5c0ad2e42318ed7a.jpg?v=120829,https://wkmdisbuddiy.jogjaprov.go.id/view_image/resize_no_frame/700/700/719/Museum%20AU.jpg,https://goo.gl/maps/ztBpbuLuyDMH5bqe6,"Kompleks Pangkalan Udara Adisucipto Jl. Raya Janti, Karang Janbe, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55282",Selasa-Minggu 08.30-16.00,4.5,Wisata Budaya & Edukasi,,"ramah difabel, lansia, dan anak-anak","toilet,restoran",indoor,mudah,rendah,{current_weather},museum sejarah,9828,yes,yes,Mengunjungi museum Dirgantara,no
22,Masjid Gedhe Kauman,-7.802697521,110.3625956,0,0,"Masjid Gedhe Kauman dibangun oleh Sri Sultan Hamengku Buwono I bersama Kyai Faqih Ibrahim Diponingrat (penghulu kraton pertama) dan Kyai Wiryokusumo sebagai arsiteknya. Masjid ini dibangun pada hari Ahad Wage, 29 Mei 1773 M atau 6 Rabi'ulakhir 1187 H. Masjid Gedhe Kauman merupakan tempat untuk beribadah, namun masjid ini juga menjadi tempat wisata yang cukup terkenal. Meskipun demikian, fungsi utama masjid sebagai tempat ibadah masih terjaga dengan sangat baik lengkap dengan semua fasilitas yang diperlukan.",https://lh5.googleusercontent.com/p/AF1QipNkMsrmGCKkcQVaQA24D3w6mxoAh49n-v0QRFBr=w408-h306-k-no,https://campatour.com/wp-content/uploads/2019/11/Masjid-Gedhe-Kauman.jpg,https://cdn2.tstatic.net/tribunjogjawiki/foto/bank/images/depan-masjid-kauman.jpg,https://goo.gl/maps/TmfUGoZGWyDb8amX9,"Alun-Alun Keraton, Jl. Kauman, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55132",Buka 24 Jam,4.8,Wisata Budaya & Edukasi,,"ramah difabel, lansia, dan anak-anak",,indoor,mudah,rendah,{current_weather},budaya&sejarah,9784,yes,yes,"Mengunjungi salah satu masjid tertua yang ada di Jogja, Masjid Gedhe Kauman",yes
23,Bukit Paralayang Watugupit,-8.026589501,110.3458478,5000,5000,"Seperti namanya, bukit ini digunakan sebagai tempat untuk landasan pacu olahraga paralayang. Para profesional banyak yang berlatih di sini. Bahkan, orang awam pun dapat mencoba paralayang karena terdapat instruktur yang akan mendampingi.",https://lh5.googleusercontent.com/p/AF1QipO2t2-U8tBw_3kn-ZvPZrL92pSNJT1HRR_53iVh=w426-h240-k-no,https://sikidang.com/wp-content/uploads/Bukit-Paralayang-Watugupit-Yogyakarta.jpg,https://visitseasia.travel/wp-content/uploads/2021/10/bukit-paralayang-watugupi-jogja.jpg,https://goo.gl/maps/puJAvycKhNDoLVAQ8,"Area Hutan, Giricahyo, Kec. Purwosari, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55872",Buka 24 Jam,4.7,Wisata Alam,,,,outdoor,mudah,rendah,{current_weather},pegunungan,9614,no,no,Menikmati pemandangan alam melalui Bukit Paralayang Watugupit,yes
24,Pantai Drini,-8.1384509,110.577522,10000,10000,"Pantai Drini merupakan salah satu pantai di deretan pantai selatan Gunungkidul yang banyak direkomendasikan. Pantai ini dijuluki sebagai ‘Pantai Perawan’ karena kondisi pantai ini masih bersih dengan suasana yang masih alami. Udara tempat wisata ini sejuk, aliran airnya tenang, dan pasir putihnya begitu mempesona.",https://lh5.googleusercontent.com/p/AF1QipOOnCh4zKz485NUWiLB6f_Lbup3p_UU_M20_xPH=w408-h306-k-no,https://www.google.com/url?sa=i&url=https%3A%2F%2Fsikidang.com%2Fpantai-drini%2F&psig=AOvVaw2BgBPVyfnoBG29-OGcUuRf&ust=1690352236988000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCOjeqfiaqYADFQAAAAAdAAAAABAD,https://o-cdn-cas.sirclocdn.com/parenting/images/pantai-drini.width-800.format-webp.webp,https://goo.gl/maps/VHPGtkMuDvz5r8eHA,Area Pantai Gunung Kidul,Buka 24 Jam,4.5,Wisata Alam,,,,outdoor,mudah,rendah,{current_weather},pantai,8969,yes,no,Menikmati salah satu pantai terindah yang ada di Jogja,yes
25,Pantai Parangtritis,-8.024608,110.3298045,6000,6000,"Paintai Parangtritis merupakan salah satu ikon di Kabupaten Bantul. Pantai ini memiliki pasir hitam. Di pantai ini dapat bermain ATV, menaiki kuda. Di sisi utara timur pantai dapat menemukan bukit kecil yang sangat cocok untuk menikmati pemandangan sore hari ditemani angin. pantai ini memiliki cerita misteri di dalamnya.",https://lh5.googleusercontent.com/p/AF1QipMnRlqQQOZtNCH9ilugMEQuUf9FG7QeOaAGkVrh=w408-h306-k-no,https://asset.kompas.com/crops/ndSlDAM31MuOAWuICuTJedBi8LY=/0x0:6000x4000/750x500/data/photo/2022/05/09/6278ae49850e2.jpg,https://asset.kompas.com/crops/Xs9l361QcVzbHWTgibN8FBL8lh8=/0x84:614x493/750x500/data/photo/2021/03/07/6044b67dc51f5.jpg,https://goo.gl/maps/Vrfm17cAPa4esxjf7,Daerah Istimewa Yogyakarta,Buka 24 Jam,4.5,Wisata Alam,,ramah anak-anak,,outdoor,mudah,rendah,{current_weather},pantai,8727,yes,yes,"Menikmati pantai yang paling terkenal di Jogja, Pantai Parangtritis",yes
26,Embung Tambakboyo,-7.756227,110.4150131,2000,2000,"Waduk Tambakboyo Kabupaten Sleman Daerah Istimewa Yogyakarta ini dibangun pada tahun 2003 dan selesai tahun 2008. Pembangunan yang memakan waktu lima tahun ini memang sudah diperhitungkan dengan matang. Pada mulanya embung atau waduk ini dibangun sebagai tempat penampungan air untuk cadangan warga Sleman. Namun seiring dengan berjalannya waktu, Embung Tambakboyo menjadi salah satu wisata alam gratis yang banyak peminatnya.",https://lh5.googleusercontent.com/p/AF1QipPkJYUAy1W6TKgMOcjbF0Us8onxp3iMs3sE1Qr4=w408-h305-k-no,https://asset-2.tstatic.net/jogja/foto/bank/images/embung-tambakboyo-sering-jadi-destinasi-masyarakat-yogyakarta-untuk-berolahraga.jpg,https://cdn2.tstatic.net/tribunjogjawiki/foto/bank/images/mancing-di-embung-tambakboyo.jpg,https://goo.gl/maps/KPjfpZAcc1Rfq99f9,"Jetis, Wedomartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Buka 24 Jam,4.4,Wisata Buatan,,"ramah difabel, lansia, dan anak-anak",toilet,outdoor,mudah,rendah,{current_weather},sungai rekreasi,8564,yes,yes,Bersantai dan menikmati suasana Embung Tambakboyo,yes
27,Lava Merapi and Alien Stone,-7.6023375,110.4552585,350000,350000,"Lava Tour Merapi bisa menjadi pilihan aktivitas wisata ketika berlibur di Yogyakarta. Lava Tour Merapi adalah istilah untuk tur wisata kawasan terdampak erupsi Gunung Merapi tahun 2010. Tur yang dimaksud saat ini merupakan tur menggunakan mobil jenis jeep. Kegiatan tur meliputi kunjungan ke sejumlah titik yang terkena dampak langsung erupsi. Lava tour Merapi ditawarkan sebagai aneka pilihan paket wisata. Paket-paket ini dibanderol dengan harga yang beragam. Setiap paket sudah termasuk tiket masuk untuk sejumlah titik pemberhentian. Paket wisata ini bisa menampung rombongan, sehingga cocok untuk dijajal sebagai liburan keluarga atau bersama teman.",https://lh5.googleusercontent.com/p/AF1QipP4oMUnnqT60jb8zg-UPO632gEK_oPpCrxgPn-k=w408-h306-k-no,https://1.bp.blogspot.com/-UTFPMLPfqjw/YFBJ2ouMbtI/AAAAAAAADVI/Mj396xsMCRkmqCCA2DTcF993dIexOAHqgCLcBGAsYHQ/w640-h410/Batu%2BAlien%2BMerapi.jpeg,https://bob.kemenparekraf.go.id/wp-content/uploads/2021/04/164294383_762710054616728_3235382991113947306_n.jpg,https://goo.gl/maps/iumHLgf5QTqvw1Ms9,"9FX4+346, Jambu, Kepuharjo, Kec. Cangkringan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55583",Buka 24 Jam,4.5,Wisata Buatan,,ramah anak-anak,,outdoor,mudah,tinggi,{current_weather},rekreasi,8111,yes,no,Menikmati bangunan buatan yang cantik di Lava Merapi and Alien Stone,yes
28,Candi Plaosan,-7.7407807,110.5046772,3000,3000,"Candi Plaosan terletak di Desa Bugisan, Kecamatan Prambanan, Kabupaten Klaten, kira-kira 1,5 km ke arah timur dari Candi Sewu. Candi ini merupakan sebuah kompleks bangunan kuno yang terbagi menjadi dua, yaitu kompleks Candi Plaosan Lor (lor dalam bahasa Jawa berarti utara) dan kompleks Candi Plaosan Kidul (kidul dalam bahasa Jawa berarti selatan). Pahatan yang terdapat di Candi Plaosan sangat halus dan rinci, mirip dengan yang terdapat di Candi Borobudur, Candi Sewu, dan Candi Sari. Candi Plaosan yang merupakan candi Buddha ini oleh para ahli diperkirakan dibangun pada masa pemerintahan Rakai Pikatan dari Kerajaan Mataram Hindu, yaitu pada awal abad ke-9 M. Salah satu pakar yang mendukung pendapat itu adalah De Casparis yang berpegang pada isi Prasasti Cri Kahulunan (842 M). Dalam prasasti tersebut dinyatakan bahwa Candi Plaosan Lor dibangun oleh Ratu Sri Kahulunan, dengan dukungan suaminya. Menurut De Casparis, Sri Kahulunan adalah gelar Pramodhawardani, putri Raja Samarattungga dari Wangsa Syailendra. Sang Putri, yang memeluk agama Buddha, menikah dengan Rakai Pikatan dari Wangsa Sanjaya, yang memeluk agama Hindu.",https://lh5.googleusercontent.com/p/AF1QipMUTJcFYtdEYQr9z1opoicn550U78KsuRlrUiTT=w408-h306-k-no,https://kebudayaan.kemdikbud.go.id/bpcbjateng/wp-content/uploads/sites/31/2016/09/Plaosan_PIN9845_Med-no-HiRes.jpg,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.siswapedia.com%2Fcandi-plaosan-lor-dan-candi-plaosan-kidul%2F&psig=AOvVaw0bA8kuwThUv0NJlru8gqZj&ust=1690353668942000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCOCI4aGgqYADFQAAAAAdAAAAABA0,https://goo.gl/maps/hDbPown5QV6w5nFN8,"Jl. Candi Plaosan, Plaosan Lor, Bugisan, Kec. Prambanan, Kabupaten Klaten, Jawa Tengah 57454",Senin-Minggu 07.30-16.30,4.6,Wisata Budaya & Edukasi,,ramah anak-anak,,outdoor,mudah,rendah,{current_weather},candi,7855,yes,yes,Mengunjungi situs Candi Plaosan,no
29,Agro Tourism Bhumi Merapi,-7.6400756,110.4264098,30000,30000,"Agrowisata Bhumi Merapi Yogyakarta. Tempat wisata yang terletak di daerah Kaliurang ini menawarkan wisata edukasi bagi para pengunjungnya. Dibangun pada tahun 2015 dengan luas 5,2 hektar. Tempat wisata ini menawarkan konsep pertanian, perkebunan, dan peternakan. Jadi, selain liburan para pengunjung pun bisa mendapatkan banyak ilmu. Suasananya yang sejuk dan nyaman juga membuat para pengunjung betah berlama-lama disana. Berbagai aktivitas wisata bisa dilakukan di tempat wisata ini. Utamanya kegiatan-kegiatan yang berhubungan dengan pertanian, peternakan dan perkebunan. Berikut beberapa diantaranya. Identik dengan wisata edukasi, taman rekreasi ini menyediakan tempat belajar budidaya hewan bagi para pengunjungnya. Diantaranya kambing dan kelinci. Kambing yang dipelajari adalah jenis kambing Ettawa. Kegiatan yang dilakukan diantaranya adalah memerah susu kambing, memberikan susu dot bagi anak kambing, mengolah susu untuk dijadikan yogurt dan ice cream,  pengolahan pakan ternak, dan pengolahan kotoran kambing menjadi pupuk organik dan biogas. Sedangkan kelinci yang ada disini adalah kelinci hias dan kelinci pedaging. Dan pengunjung juga bisa memberi makan kepada kelinci. Selain itu, ada juga binatang berjenis reptile yang dipelihara disini seperti ular, kura-kura, dan reptile lainnya yang dapat digunakan sebagai sarana edukasi.",https://lh5.googleusercontent.com/p/AF1QipPwdGJ3sdmyWpuITsuLvU5l2CctLM14cjzgG3T5=w408-h544-k-no,https://cdn2.tstatic.net/tribunnewswiki/foto/bank/images/Agrowisata-Bhumi-Merapi-Yogyakarta.jpg,https://cdn2.tstatic.net/tribunnewswiki/foto/bank/images/Agrowisata-Bhumi-Merapi-Yogyakarta.jpg,https://goo.gl/maps/jntwSAPbNeoLsQkf9,"Jl. Kaliurang No.Km.20, Sawungan, Hargobinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582",Senin-Minggu 09.00-17.00,4.5,Wisata Buatan,,ramah anak-anak,,outdoor,mudah,tinggi,{current_weather},rekreasi alam,7697,yes,yes,Mengunjungi Agro Wisata di Bhumi Merapi,no
30,Wisata Kalibiru,-7.8057305,110.127969,10000,10000,"Wisata Kalibiru terletak pada ketinggian 450 mdpl, yang kini telah menjadi hutan wisata nan subur. Dengan perbukitan yang ditumbuhi oleh berbagai pepohonan, seperti cemara, jati, dan kayu putih. Tempat wisata ini terletak di pedesaan, tak heran jika banyak dijumpai rumah berarsitektur Jawa kuno. Rumah – rumah ini difungsikan sebagai kantor pengelola serta loket tiket masuk. Setelah itu, pengunjung harus melakukan trekking di hutan untuk dapat menuju spot utama. Di sini, telah disediakan jalan setapak sehingga pengunjung tinggal mengikuti arah jalan tersebut. Di sepanjang perjalanan, pengunjung akan menemukan berbagai jenis vegetasi. Mulai dari semak – semak hingga pepohonan berbatang kayu yang bercabang – cabang. Selain itu, ada juga tanaman anggrek yang seolah bersembunyi di rimbunnya pepohonan.",https://lh5.googleusercontent.com/p/AF1QipMB_wqU_nif6LAfX6LvM1s2AaYifjQKs7r-LYwH=w408-h251-k-no,https://garasijogja.com/wp-content/uploads/2017/09/wisatakalibiru.jpg,https://telset.id/wp-content/uploads/2018/02/kalibiru-4.jpg,https://goo.gl/maps/eyYFg2CsZ1Vi6JWG6,"Jalan Waduk Sermo, Kalibiru, Hargowilis, Kec. Kokap, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55653",Senin-Minggu 08.00-16.00,4.4,Wisata Alam,,,,outdoor,susah,tinggi,{current_weather},pegunungan,6912,yes,yes,Mengunjungi wisata alam Kalibiru,no
31,Hamzah Batik,-7.798833375,110.3647212,0,0,Toko luas yang menjual kain dan pakaian batik Indonesia serta kerajinan tradisional lokal lainnya.,https://lh5.googleusercontent.com/p/AF1QipN0Ol5F960Hag9rp2GefQC1PBORr66I3uaN-gBv=w427-h240-k-no,https://images.genpi.co/resize/1280x860-100/uploads/arsip/watermark/2022/07/10/hamzah-batik-tempat-cari-oleh-oleh-berkualitas-di-yjkq.webp,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/38/31/30/mirota-batik.jpg?w=1200&h=1200&s=1,https://goo.gl/maps/ubdxn5bwLehBeuMm8,"Jl. Margo Mulyo No.9, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Senin-Minggu 07.00-00.00,4.4,Wisata Belanja,,"ramah difabel, lansia, dan anak-anak",,indoor,mudah,rendah,{current_weather},belanja,25385,yes,yes,"Mengunjungi pusat batik yang terkenal di Jogja, Hamzah Batik",yes
32,Candi Sambisari,-7.762491,110.4470374,5000,5000,"Candi Sambisari adalah Candi Hindu yang berada di Purwomartani, Kalasan, Sleman, Daerah Istimewa Yogyakarta. Posisinya kira-kira berada 12 kilometer (km) di sebelah timur kota Yogyakarta ke arah kota Solo. Lokasi candinya pun cukup unik, yaitu terletak kira-kira 6,5 meter lebih rendah dari permukaan tanah di sekitarnya. Oleh karena itu, jika hendak masuk ke dalam kompleks candi kamu harus berjalanan kaki menuruni puluhan anak tangga yang cukup curam sehingga kamu harus berhati-hati. Jika kamu berada di kawasan sekitar candi, yang kamu lihat hanyalah atap candi yang sedikit menyembul di permukaan tanah.",https://lh5.googleusercontent.com/p/AF1QipMf7UUfzG8iM3JE-jnhhTxgIY5N7-dQ2EHSAMyx=w408-h544-k-no,https://asset.kompas.com/crops/Hp7WReku73Ciuco0ziskqyswsMo=/0x0:1800x1200/750x500/data/photo/2021/11/25/619f4cd912483.jpg,https://ksmtour.com/media/images/articles20/candi-sambisari-yogyakarta.jpg,https://goo.gl/maps/X6LrGtshutyFznng8,"Jl. Candi Sambisari, Sambisari, Purwomartani, Kec. Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571",Selasa-Minggu 07.00-17.00,4.6,Wisata Budaya & Edukasi,,ramah anak-anak dan lansia,,outdoor,mudah,rendah,{current_weather},candi,6238,yes,yes,Mengunjungi situs Candi Sambisari,no
33,Pantai Wediombo,-8.1902176,110.7103772,5000,5000,"Daya tarik pantai ini terletak di gugusan karangnya. Sepanjang bibir pantai, Wedi Ombo dihiasi hamparan karang. Bebatuan ini membuat Wedi Ombo bagaikan taman karang yang luas. Selain itu, lautnya yang tenang membuat lokasinya cocok untuk bersantai. Pantai Wedi Ombo berada di pinggiran teluk. Pantai ini menghadap ke barat dengan garis pantai nyaris lurus. Ini membuat angin laut yang menerpa tidak sekencang pantai lainnya. Sehingga, lautnya pun cenderung lebih tenang.",https://lh5.googleusercontent.com/p/AF1QipMlBLOGYxOHD_s4F2ttYrfttJWA6w7fc5iDutD2=w426-h240-k-no,https://cdn.idntimes.com/content-images/community/2021/12/20211221-221638-329ae2b286ff7799fbbec7d4597d307a-ca73f33b1f5cb7a20fb70987eb4705c2.jpg,https://www.nativeindonesia.com/foto/pantai-wediombo/Laguna-Wedi-Ombo.jpg,https://goo.gl/maps/nRdwBFshZBhUWLsd6,Daerah Istimewa Yogyakarta,Buka 24 Jam,4.5,Wisata Alam,,universal,,outdoor,mudah,tinggi,{current_weather},pantai,6072,yes,no,Menikmati pantai Wediombo,yes
34,Pantai Parangkusumo,-8.022769,110.324995,3000,3000,"Pantai Parangkusumo merupakan salah satu pantai yang dianggap sakral oleh penduduk setempat. Masyarakat Jogja meyakini adanya hubungan spesial antara Keraton Jogja dengan Nyi Roro Kidul, penguasa pantai selatan. Dalam tradisi Jawa, Pantai Parangkusumo dianggap sebagai gerbang utama atau jalan menuju Keraton Gaib Laut Selatan, kerajaan Nyi Roro Kidul. Karena itu, tak heran jika Pantai Parangkusumo kerap menjadi tujuan peziarah saat bulan Sura dalam kalender penanggalan Jawa. Begitu pun pada hari-hari biasa, pengunjung akan meramaikan pantai saat malam Selasa Kliwon dan Jumat Kliwon. Meski kental dengan nuansa mistis dan legenda, Pantai Parangkusumo juga menawarkan pemandangan yang tak kalah indah dari pantai lain di Jogja. Di sini, kamu akan melihat tumbuhan sejenis kelapa sawit berjejer di bagian belakang pantai yang menciptakan kesan asri.",https://lh5.googleusercontent.com/p/AF1QipNKtGEX4UfNzcErIuU1yZ6ohEjLCh_1WzNPIw34=w426-h240-k-no,https://www.yogyes.com/id/yogyakarta-tourism-object/beach/parangkusumo/1.jpg,https://o-cdn-cas.sirclocdn.com/parenting/images/Monumen_Pantai_Parangkusumo.width-800.format-webp.webp,https://goo.gl/maps/1F65xY6Ue53H82Yc8,"Jl. Pantai Parangkusumo, Pantai, Parangtritis, Kec. Kretek, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55772",Buka 24 Jam,4.4,Wisata Alam,,universal,,outdoor,mudah,rendah,{current_weather},pantai,5887,yes,yes,Menikmati pantai Parangkusumo,yes
35,Taman Sungai Mudal,-7.7628136,110.1161626,10000,10000,"Taman Sungai Mudal, sebuah objek wisata alam terbuka yang terletak di Kabupaten Kulon Progo, yang menawarkan pesona sebuah kolam pemandian yang bersumber dari mata air alami. Mata airnya bersumber dari sebuah goa, sehingga kehadiran Taman Sungai Mudal menjadi mengesampingkan kesan angker dari sebuah goa. Apalagi ditambah dengan dukungan fasilitas yang membuat para wisatawan merasa nyaman saat berada di sana.",https://lh5.googleusercontent.com/p/AF1QipNUXntu2U2mPnRgzpbJVfAnIpeiy6mNnB982oI1=w408-h306-k-no,https://garasijogja.com/wp-content/uploads/2017/05/progo.moto-.jpg,https://asset.kompas.com/crops/tNSGMy6r5jc2ABEg53A8oLb7GkQ=/0x0:1800x1200/750x500/data/photo/2021/11/13/618f64197a426.jpg,https://goo.gl/maps/XRdrpYpWEMob1a1FA,"Banyunganti, Jatimulyo, Kec. Girimulyo, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55674",Senin-Minggu 06.30-17.00,4.6,Wisata Alam,,universal,,outdoor,susah,tinggi,{current_weather},sungai rekreasi,5499,no,no,Menikmati udara yang segar dan sungai yang indah di Sungai Mudal,no
36,Taman Pelangi Jogja,-7.7505259,110.3687049,28000,28000,"Kalau pelangi biasanya ada di siang hari pasca hujan, maka di Taman Pelangi Yogyakarta pengunjung justru bisa menikmatinya setiap malam hari. Ya, ini lantaran taman ini merupakan Taman Lampion beraneka warna dan rupa. Pengunjung bisa mengarahkan diri ke deretan lampion yang berbentuk flora dan fauna. Ada juga lampion berbentuk tokoh kartun disney dan kartun jepang, dinosaurus, naga, serta kehidupan bawah laut yang sangat menarik perhatian terutama anak-anak. Tak meninggalkan Budaya dan Sejarah, ada juga lampion yang berbentuk wajah para tokoh pemimpin bangsa. Buka sejak petang, Taman ini memang sangat cocok dijadikan pilihan destinasi rekreasi keluarga saat malam hari.",https://lh5.googleusercontent.com/p/AF1QipNqee8231ovke9zfNbuk3sBCRbVg0Pd4_zb7a1o=w408-h271-k-no,https://mytrip123.com/wp-content/uploads/2022/06/taman-pelangi.jpg,https://www.nativeindonesia.com/foto/taman-pelangi-jogja/Selamat-Datang-Di-Taman-Pelangi.jpg,https://goo.gl/maps/4JQPf3LEzP8KVEwq5,"Jl. Ring Road Utara, Jongkang, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284",Senin-Minggu 16.30-22.00,4.3,Wisata Buatan,https://taman-pelangi.partner.klook.com/id/activity/50895-taman-pelangi-ticket-yogyakarta/?utm_source=non-network&utm_medium=affiliate-alwayson&aff_label1=klook_internal&aff_label2=google_mwl&aid=16987&source_channel=googlettd&_source_module=bm&utm_content=&_language=id-ID&_currency=IDR&_activity_id=50895_wl&package_id=157381_wl&utm_campaign=16987&utm_term=,universal,"toilet, restoran",indoor,mudah,rendah,{current_weather},rekreasi,5459,yes,yes,Rekreasi di Taman Pelangi,yes
